0.085590792,599,0.19%,0.17%,0.17%,0.67%,1.50%,2.17%,7.68%,7.35%,6.84%,8.01%,12.02%,15.69%,13.36%,5.01%,10.52%,4.67%,2.84%,1.34%,6.18%,10.18%,35.06%,36.23%,9.35%,1.50%,0.67%,0.83%,45,0.00%,0.00%,0.00%,8.89%,0.00%,8.89%,2.22%,6.67%,0.00%,4.44%,6.67%,24.44%,6.67%,13.33%,13.33%,4.44%,0.00%,11.11%,6.67%,37.78%,37.78%,4.44%,0.00%,0.00%,2.22%,96.83 ,95.35 ,96.01,97.23,83.64,70,62,88.6,74,0,130,120,92.3,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,229,140,1750,482,31156,313872,84336,26.86955192,,0.00 ,24,0.00%,0,23,0.00%,0,1,
0.087582141,917,0.16%,0.00%,0.11%,0.55%,1.09%,3.49%,5.67%,6.98%,6.54%,6.76%,11.89%,12.87%,12.54%,8.72%,10.14%,6.54%,3.71%,2.40%,12.65%,6.87%,45.04%,27.70%,6.87%,0.44%,0.11%,0.33%,109,0.00%,0.00%,0.00%,2.75%,2.75%,2.75%,1.83%,2.75%,5.50%,7.34%,15.60%,7.34%,9.17%,18.35%,7.34%,10.09%,6.42%,9.17%,2.75%,50.46%,35.78%,1.83%,0.00%,0.00%,0.00%,98.58 ,95.10 ,98.62,98.73,87.79,250,250,100,266,0,79,79,100,53,5,0,0,0,0,0,706,706,100,2,0,0,0,0,0,0,0,0,0,0,,,,,,8663,578801,351568,60.74073818,185370,33.20 ,35,0.00%,0,25,0.00%,0,2,
0.092787382,741,0.19%,0.13%,0.54%,0.40%,1.75%,2.16%,8.23%,10.26%,11.07%,8.91%,14.84%,11.34%,11.07%,3.64%,7.96%,3.78%,2.97%,0.94%,4.18%,10.26%,29.55%,37.25%,14.17%,2.83%,0.54%,1.21%,36,0.00%,0.00%,0.00%,8.33%,2.78%,5.56%,2.78%,16.67%,13.89%,13.89%,8.33%,16.67%,8.33%,0.00%,0.00%,0.00%,2.78%,5.56%,5.56%,33.33%,55.56%,0.00%,0.00%,0.00%,0.00%,100.00 ,97.22 ,100.00,99.86,97.44,2,2,100,14,0,117,117,100,138,1,0,0,0,0,0,51,51,100,0,0,0,0,0,0,0,0,0,0,0,896.7,,,,,4608,387795,571414,147.3495017,431815,93.65 ,27,3.70%,1,38,5.26%,2,3,
0.092897996,910,0.22%,0.00%,0.22%,0.11%,0.55%,1.65%,5.82%,6.70%,4.95%,6.26%,12.20%,14.40%,15.71%,9.56%,10.11%,6.70%,3.63%,1.43%,7.03%,9.89%,43.41%,30.33%,7.14%,0.99%,0.44%,0.77%,95,0.00%,0.00%,0.00%,1.05%,1.05%,1.05%,4.21%,3.16%,2.11%,3.16%,15.79%,17.89%,17.89%,11.58%,10.53%,8.42%,2.11%,3.16%,9.47%,49.47%,35.79%,1.05%,0.00%,0.00%,1.05%,97.91 ,94.38 ,98.51,98.36,82.31,40,36,90,80,0,2,0,0,2,0,11,0,0,0,0,76,60,78.9,0,32,2,6.2,10,0,0,0,0,0,0,,,,,,5741,413344,207924,50.30289541,151123,36.89 ,6,0.00%,0,9,0.00%,0,1,
0.106140587,96,0.19%,0.00%,2.08%,0.00%,2.08%,2.08%,17.71%,11.46%,17.71%,10.42%,15.63%,15.63%,4.17%,1.04%,0.00%,0.00%,0.00%,0.00%,0.00%,4.17%,9.38%,50.00%,26.04%,0.00%,2.08%,8.33%,7,0.00%,0.00%,0.00%,0.00%,0.00%,14.29%,42.86%,0.00%,14.29%,28.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14.29%,42.86%,28.57%,0.00%,0.00%,14.29%,98.96 ,100.00 ,96.59,100.00,84.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,183,100,2200,0,0,0,0,0,0,,,,,,736,50721,16912,33.34319118,14146,28.72 ,0,0.00%,0,0,0.00%,0,2,
0.111920293,621,0.22%,0.16%,0.00%,0.32%,1.13%,2.09%,4.99%,8.05%,10.14%,8.86%,15.62%,14.17%,12.88%,4.99%,7.09%,5.31%,2.74%,1.45%,6.28%,10.31%,41.71%,37.20%,0.32%,3.38%,0.64%,0.16%,31,0.00%,0.00%,0.00%,0.00%,6.45%,6.45%,3.23%,6.45%,3.23%,3.23%,25.81%,9.68%,9.68%,12.90%,6.45%,0.00%,6.45%,9.68%,6.45%,61.29%,22.58%,0.00%,0.00%,0.00%,0.00%,97.10 ,100.00 ,96.17,95.66,85.67,37,37,100,70,1,10,10,100,16,0,95,82,86.3,89,0,684,684,100,0,1875,385,20.5,0,0,0,0,0,0,0,229.5,0,1740,34800,875,3121,281982,140807,49.93474761,109178,40.31 ,6,0.00%,0,7,0.00%,0,1,
0.12314434,865,0.32%,0.00%,0.12%,0.23%,0.46%,1.85%,4.74%,6.13%,8.32%,10.40%,15.38%,12.83%,11.33%,6.94%,7.86%,5.20%,6.47%,1.73%,5.09%,9.71%,27.86%,32.72%,14.68%,9.02%,0.58%,0.35%,50,0.00%,0.00%,0.00%,0.00%,0.00%,6.00%,10.00%,6.00%,4.00%,8.00%,12.00%,12.00%,6.00%,10.00%,14.00%,8.00%,4.00%,4.00%,0.00%,70.00%,24.00%,0.00%,0.00%,0.00%,2.00%,99.19 ,93.75 ,97.53,97.72,89.71,300,294,98,200,0,22,22,100,1,0,420,378,90,200,0,30,27,90,2,35,32,91.4,0,0,0,0,0,0,0,1132.5,1260,200,3000,0,4686,271072,141880,52.34033762,105751,42.84 ,23,0.00%,0,39,0.00%,0,2,
0.130111626,645,0.18%,0.00%,0.16%,0.16%,0.93%,2.02%,6.05%,6.05%,6.36%,6.98%,12.25%,14.73%,15.50%,7.29%,10.23%,7.29%,2.79%,1.24%,14.42%,8.84%,36.12%,28.53%,11.16%,0.47%,0.47%,0.00%,45,0.00%,0.00%,0.00%,0.00%,0.00%,2.22%,4.44%,4.44%,4.44%,6.67%,17.78%,22.22%,15.56%,11.11%,6.67%,4.44%,0.00%,2.22%,8.89%,48.89%,37.78%,0.00%,0.00%,0.00%,2.22%,98.45 ,97.73 ,98.66,96.59,86.67,92,80,87,80,0,94,90,95.7,51,0,165,82,49.7,26,1,276,276,100,0,8433,1316,15.6,0,0,0,0,0,0,0,,,,,,3959,363610,221334,60.87126317,161587,43.05 ,19,5.26%,0,16,0.00%,0,2,
0.138083117,696,0.26%,0.00%,0.00%,0.29%,0.72%,2.73%,4.74%,5.03%,6.61%,7.47%,9.20%,15.09%,13.79%,8.33%,13.07%,7.61%,4.02%,1.29%,8.76%,7.04%,44.83%,23.56%,14.51%,0.72%,0.43%,0.14%,37,0.00%,0.00%,0.00%,0.00%,0.00%,2.70%,2.70%,2.70%,18.92%,5.41%,10.81%,13.51%,5.41%,18.92%,16.22%,2.70%,0.00%,2.70%,5.41%,51.35%,40.54%,0.00%,0.00%,0.00%,0.00%,98.28 ,97.06 ,99.38,99.37,92.39,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,125,125,100,2,0,0,0,0,0,0,0,0,0,0,,,,,,3378,272708,165991,60.86766798,118381,42.30 ,5,0.00%,0,3,0.00%,0,2,
0.138964267,19,0.08%,0.00%,0.00%,0.00%,0.00%,15.79%,26.32%,15.79%,10.53%,10.53%,0.00%,10.53%,10.53%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15.79%,21.05%,63.16%,0.00%,0.00%,0.00%,0.00%,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,94.74 ,-,100.00,82.35,73.68,10,10,100,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,75,0,0,0,0,0,0,0,,,,,,411,24585,8073,32.83709579,5562,22.53 ,0,0.00%,0,0,0.00%,0,3,
